Product Name,Original Data Column 1 (Breadcrumb),Original Data Column 2 (Ausführung),Supplier Article Number,EAN/GTIN,Article Number,Product Description,Supplier,Supplier-URL,Product Image URL,Manufacturer,Original Data Column 3 (Add. Description)
CLEAN and CLEVER SMART Müllbeutel SMA 73,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,460 mm x 520 mm 18 l,2133937,4024009030345,56909,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 460 mm, Farbe weiß, Länge 520 mm, Material HDPE,
Volumen 18 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-73-460-mm-x-520-mm-18-l/AHgJ4WmdVM7tj6K7eknSSo,https://media.igefa.de/files/images_idealclean/2133937.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Einmalschutzhandschuhe PRO 167,persönliche-schutzausrüstung-psa/handschutz/einweghandschuh/einweghandschuh-aus-nitril,Gr.L,2134079,4024009028373,3000006988,"Dieser Einmalschutzhandschuh kann durch seine sehr hohe Tastsensibilität und schwarze Farbe sowohl in der Gastronomie, in lebensmittelverkaufenden Branchen als auch in der Automobilindustrie eingesetzt werden. Durch den zuverlässigen Schutz vor
verdünnten chemischen Flüssigkeiten bietet er sich z. B. auch für den Friseur an.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-einmalschutzhandschuhe-pro-167-gr-l/g2stp9aNyMcpaBAkcXYBWG,https://media.igefa.de/files/images_idealclean/2134079.jpg,CLEAN and CLEVER PROFESSIONAL,"öl- & fettbeständig, erhöhte Reißfestigkeit, hervorragende Passform, sehr hohe Tastsensibilität, latexfrei – empfohlen bei Latex-Allergien, gute Griffigkeit durch angerauhte Fingerkuppen"
CLEAN and CLEVER PROFESSIONAL Einmalschutzhandschuhe PRO 167,persönliche-schutzausrüstung-psa/handschutz/einweghandschuh/einweghandschuh-aus-nitril,Gr.M,2134078,4024009028359,3000006987,"Dieser Einmalschutzhandschuh kann durch seine sehr hohe Tastsensibilität und schwarze Farbe sowohl in der Gastronomie, in lebensmittelverkaufenden Branchen als auch in der Automobilindustrie eingesetzt werden. Durch den zuverlässigen Schutz vor
verdünnten chemischen Flüssigkeiten bietet er sich z. B. auch für den Friseur an.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-einmalschutzhandschuhe-pro-167-gr-m/bBeV3XKc6ABRgSgdfAHmp5,https://media.igefa.de/files/images_idealclean/2134078.jpg,CLEAN and CLEVER PROFESSIONAL,"öl- & fettbeständig, erhöhte Reißfestigkeit, hervorragende Passform, sehr hohe Tastsensibilität, latexfrei – empfohlen bei Latex-Allergien, gute Griffigkeit durch angerauhte Fingerkuppen"
"Kolibri PREMIUM Untersuchungshandschuhe, blau",persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-nitril-puderfrei,Gr.S,2134086,4024009031885,3000007027,"Kolibri Premium Nitril Untersuchungshandschuhe und Einmalschutzhandschuhe aus
Nitrilbutadienkautschuk (NBR).
Die Premium Untersuchungshandschuhe sind als Spritzschutz gegen Chemikalien, Reinigungsmittel und Flüssigkeiten beständig.
Die Kolibri Nitril-Handschuhe besitzen eine hervorragende Tastsensibilität und hohen Tragekomfort.
Sie sind beidseitig verwendbar und besitzen eine anschmiegsame Passform.
Produktvorteile im Überblick:

Desinfektions- und Zytostatika-beständig sowie öl- und fettbeständig
gute Griffigkeit durch angeraute Fingerkuppen
latexfrei, puderfrei, thiuramfrei,
unsteril
Produkteigenschaften:
Medizinprodukt gemäß Richtlinie 93/42/EWG (CE Klasse I), auch geprüft nach ASTM D 6319
Einmalschutzhandschuhe zur persönlichen Schutzausrüstung gemäß PSA-Verordnung (EU)2016/425 (CE Kategorie III)
Lebensmittelunbedenklich gemäß VO (EU) Nr. 1935/2004
Virenschutzprüfung gemäß ASTM F 1671
Farbe blau
Größe S
Länge 24 cm",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-premium-untersuchungshandschuhe-blau-gr-s/upUnUaMvnoog2SVFyc3DCB,https://media.igefa.de/files/images_idealclean/2134086.jpg,Kolibri,
CLEAN and CLEVER PROFESSIONAL Einmalschutzhandschuhe PRO 167,persönliche-schutzausrüstung-psa/handschutz/einweghandschuh/einweghandschuh-aus-nitril,Gr.S,2134077,4024009028335,3000006986,"Dieser Einmalschutzhandschuh kann durch seine sehr hohe Tastsensibilität und schwarze Farbe sowohl in der Gastronomie, in lebensmittelverkaufenden Branchen als auch in der Automobilindustrie eingesetzt werden. Durch den zuverlässigen Schutz vor
verdünnten chemischen Flüssigkeiten bietet er sich z. B. auch für den Friseur an.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-einmalschutzhandschuhe-pro-167-gr-s/FWD83MP5CF76fiSNx24d2i,https://media.igefa.de/files/images_idealclean/2134077.jpg,CLEAN and CLEVER PROFESSIONAL,"öl- & fettbeständig, erhöhte Reißfestigkeit, hervorragende Passform, sehr hohe Tastsensibilität, latexfrei – empfohlen bei Latex-Allergien, gute Griffigkeit durch angerauhte Fingerkuppen"
CLEAN and CLEVER SMART Müllbeutel SMA 72,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,600 mm x 720 mm 60 l,2133936,4024009030321,59917,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 600 mm, Farbe transparent, Länge 720 mm, Material
HDPE, Volumen 60 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-72-600-mm-x-720-mm-60-l/6jHwqPtWFHxJLa3T6pf2BR,https://media.igefa.de/files/images_idealclean/2133936.jpg,CLEAN and CLEVER SMART,
"Kolibri PREMIUM Untersuchungshandschuhe, blau",persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-nitril-puderfrei,Gr.M,2134087,4024009031892,3000007028,"Kolibri Premium Nitril Untersuchungshandschuhe und Einmalschutzhandschuhe aus
Nitrilbutadienkautschuk (NBR).
Die Premium Untersuchungshandschuhe sind als Spritzschutz gegen Chemikalien, Reinigungsmittel und Flüssigkeiten beständig.
Die Kolibri Nitril-Handschuhe besitzen eine hervorragende Tastsensibilität und hohen Tragekomfort.
Sie sind beidseitig verwendbar und besitzen eine anschmiegsame Passform.
Produktvorteile im Überblick:

Desinfektions- und Zytostatika-beständig sowie öl- und fettbeständig
gute Griffigkeit durch angeraute Fingerkuppen
latexfrei, puderfrei, thiuramfrei,
unsteril
Produkteigenschaften:
Medizinprodukt gemäß Richtlinie 93/42/EWG (CE Klasse I), auch geprüft nach ASTM D 6319
Einmalschutzhandschuhe zur persönlichen Schutzausrüstung gemäß PSA-Verordnung (EU)2016/425 (CE Kategorie III)
Lebensmittelunbedenklich gemäß VO (EU) Nr. 1935/2004
Virenschutzprüfung gemäß ASTM F 1671
Farbe blau
Größe M
Länge 24 cm",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-premium-untersuchungshandschuhe-blau-gr-m/fAPh3hWyK4wXmXqwjH9HS3,https://media.igefa.de/files/images_idealclean/2134087.jpg,Kolibri,
CLEAN and CLEVER SMART Müllbeutel SMA 74,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,600 mm x 720 mm 60 l,2133933,4024009030260,54917,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 600 mm, Farbe grau, Länge 720 mm, Material HDPE,
Volumen 60 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-74-600-mm-x-720-mm-60-l/xBMtxgyXr6Zt9vZfk5iF5L,https://media.igefa.de/files/images_idealclean/2133933.jpg,CLEAN and CLEVER SMART,
"Kolibri PREMIUM Untersuchungshandschuhe, blau",persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-nitril-puderfrei,Gr.XL,2134089,4024009031915,3000007030,"Kolibri Premium Nitril Untersuchungshandschuhe und Einmalschutzhandschuhe aus
Nitrilbutadienkautschuk (NBR).
Die Premium Untersuchungshandschuhe sind als Spritzschutz gegen Chemikalien, Reinigungsmittel und Flüssigkeiten beständig.
Die Kolibri Nitril-Handschuhe besitzen eine hervorragende Tastsensibilität und hohen Tragekomfort.
Sie sind beidseitig verwendbar und besitzen eine anschmiegsame Passform.
Produktvorteile im Überblick:

Desinfektions- und Zytostatika-beständig sowie öl- und fettbeständig
gute Griffigkeit durch angeraute Fingerkuppen
latexfrei, puderfrei, thiuramfrei,
unsteril
Produkteigenschaften:
Medizinprodukt gemäß Richtlinie 93/42/EWG (CE Klasse I), auch geprüft nach ASTM D 6319
Einmalschutzhandschuhe zur persönlichen Schutzausrüstung gemäß PSA-Verordnung (EU)2016/425 (CE Kategorie III)
Lebensmittelunbedenklich gemäß VO (EU) Nr. 1935/2004
Virenschutzprüfung gemäß ASTM F 1671
Farbe blau
Größe XL
Länge 24 cm",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-premium-untersuchungshandschuhe-blau-gr-xl/Ybpp9znUGF7GMAQR8YKQ8W,https://media.igefa.de/files/images_idealclean/2134089.jpg,Kolibri,
CLEAN and CLEVER SMART Müllbeutel SMA 74,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,500 mm x 600 mm 30 l,2133932,4024009030246,54916,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 500 mm, Farbe grau, Länge 600 mm, Material HDPE,
Volumen 30 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-74-500-mm-x-600-mm-30-l/kaZkJWyizg65Xtw84gxWqh,https://media.igefa.de/files/images_idealclean/2133932.jpg,CLEAN and CLEVER SMART,
"Kolibri PREMIUM Untersuchungshandschuhe, blau",persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-nitril-puderfrei,Gr.L,2134088,4024009031908,3000007029,"Kolibri Premium Nitril Untersuchungshandschuhe und Einmalschutzhandschuhe aus
Nitrilbutadienkautschuk (NBR).
Die Premium Untersuchungshandschuhe sind als Spritzschutz gegen Chemikalien, Reinigungsmittel und Flüssigkeiten beständig.
Die Kolibri Nitril-Handschuhe besitzen eine hervorragende Tastsensibilität und hohen Tragekomfort.
Sie sind beidseitig verwendbar und besitzen eine anschmiegsame Passform.
Produktvorteile im Überblick:

Desinfektions- und Zytostatika-beständig sowie öl- und fettbeständig
gute Griffigkeit durch angeraute Fingerkuppen
latexfrei, puderfrei, thiuramfrei,
unsteril
Produkteigenschaften:
Medizinprodukt gemäß Richtlinie 93/42/EWG (CE Klasse I), auch geprüft nach ASTM D 6319
Einmalschutzhandschuhe zur persönlichen Schutzausrüstung gemäß PSA-Verordnung (EU)2016/425 (CE Kategorie III)
Lebensmittelunbedenklich gemäß VO (EU) Nr. 1935/2004
Virenschutzprüfung gemäß ASTM F 1671
Farbe blau
Größe L
Länge 24 cm",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-premium-untersuchungshandschuhe-blau-gr-l/RQbQS3bVtnXFTbMMKLRtGN,https://media.igefa.de/files/images_idealclean/2134088.jpg,Kolibri,
CLEAN and CLEVER PROFESSIONAL Einmalschutzhandschuhe PRO 167,persönliche-schutzausrüstung-psa/handschutz/einweghandschuh/einweghandschuh-aus-nitril,Gr.XL,2134080,4024009028397,3000006989,"Dieser Einmalschutzhandschuh kann durch seine sehr hohe Tastsensibilität und schwarze Farbe sowohl in der Gastronomie, in lebensmittelverkaufenden Branchen als auch in der Automobilindustrie eingesetzt werden. Durch den zuverlässigen Schutz vor
verdünnten chemischen Flüssigkeiten bietet er sich z. B. auch für den Friseur an.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-einmalschutzhandschuhe-pro-167-gr-xl/wkJJ9SDEWPinJkm3LEYAo4,https://media.igefa.de/files/images_idealclean/2134080.jpg,CLEAN and CLEVER PROFESSIONAL,"öl- & fettbeständig, erhöhte Reißfestigkeit, hervorragende Passform, sehr hohe Tastsensibilität, latexfrei – empfohlen bei Latex-Allergien, gute Griffigkeit durch angerauhte Fingerkuppen"
CLEAN and CLEVER SMART Müllbeutel SMA 72,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,460 mm x 520 mm 18 l,2133934,4024009030284,59058,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 460 mm, Farbe transparent, Länge 520 mm, Material
HDPE, Volumen 18 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-72-460-mm-x-520-mm-18-l/TP6DAxj4H2ucMKBczvFtEP,https://media.igefa.de/files/images_idealclean/2133934.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Müllbeutel PRO 73,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,60 l 600 mm x 720 mm,2133928,4024009027987,36118,"aus spezieller Hochdruck-Folie (LDPE), gewährleistet eine
sehr gute Durchstoß- und Reißfestigkeit im Vergleich zu
herkömmlichen LDPE-Folien, mit Sternnaht, perforiert,
Einsatz in Gebäudereinigung, Gesundheitswesen, Hotellerie
und Gastronomie sowie Industrie und Verwaltung, Breite 600
mm, Farbe weiß, Länge 720 mm, Material LDPE-Spezialfolie,
Volumen 60 l, 1 Rolle à 50 Stk, (Krt à 20 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-muellbeutel-pro-73-60-l-600-mm-x-720-mm/5g8tjVXhuNQu8C5vKoNFFG,https://media.igefa.de/files/images/2133928.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Müllbeutel PRO 74,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,30 l 500 mm x 600 mm,2149401,4024009028069,35217,"aus spezieller Hochdruck-Folie (LDPE), gewährleistet eine
sehr gute Durchstoß- und Reißfestigkeit im Vergleich zu
herkömmlichen LDPE-Folien, mit Sternnaht, perforiert,
Einsatz in Gebäudereinigung, Gesundheitswesen, Hotellerie
und Gastronomie sowie Industrie und Verwaltung, Breite 500
mm, Farbe schwarz, Länge 600 mm, Material LDPE-Spezialfolie,
Volumen 30 l, 1 Rolle à 50 Stk, (Krt à 25 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-muellbeutel-pro-74-30-l-500-mm-x-600-mm/RkqzsVZDy6yDN6aqEHMzPR,https://media.igefa.de/files/images_idealclean/2149401.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Müllbeutel SMA 73,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,500 mm x 600 mm 30 l,2133938,4024009030369,56910,"CLEAN and CLEVER SMART Müllbeutel 30 Liter SMA 73 ist besonders geeignet für den Einsatz in der Gebäudereinigung, im Gesundheitswesen, in der Hotellerie & Gastronomie sowie in Industrie & Verwaltung.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-73-500-mm-x-600-mm-30-l/5wse8XLBipTfGktnhqbytV,https://media.igefa.de/files/images_idealclean/2133938.jpg,CLEAN and CLEVER SMART,"mit Sternnaht, gerollt & perforiert, Maße - 60 cm (L) x 50 cm (B), aus reißfestem Polyethylen (HDPE), mit praktischer Trennhilfe an der Perforationslinie"
CLEAN and CLEVER PROFESSIONAL Polybeutel PRO 76,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,LDPE-Spezialfolie (6),2133929,4024009028007,36500,"Polybeutel für Sammelkorb, aus spezieller Hochdruck-Folie
(LDPE), gewährleistet eine sehr gute Durchstoß- und
Reißfestigkeit im Vergleich zu herkömmlichen LDPE-Folien,
mit Sternnaht, perforiert, Einsatz in Gebäudereinigung,
Gesundheitswesen, Hotellerie und Gastronomie sowie
Industrie und Verwaltung, Breite 610 mm, Farbe weiß, Länge
850 mm, Material LDPE-Spezialfolie, Volumen maximal 80 l,
Volumen minimal 60 l, 1 Rolle à 50 Stk, (Krt à 6 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-polybeutel-pro-76-ldpe-spezialfolie-6/KzrEHibTmvWmy8W3Kkr9Yc,https://media.igefa.de/files/images_idealclean/2133929.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Müllbeutel PRO 73,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,30 l 500 mm x 600 mm,2133927,4024009027963,36117,"aus spezieller Hochdruck-Folie (LDPE), gewährleistet eine
sehr gute Durchstoß- und Reißfestigkeit im Vergleich zu
herkömmlichen LDPE-Folien, mit Sternnaht, perforiert,
Einsatz in Gebäudereinigung, Gesundheitswesen, Hotellerie
und Gastronomie sowie Industrie und Verwaltung, Breite 500
mm, Farbe weiß, Länge 600 mm, Material LDPE-Spezialfolie,
Volumen 30 l, 1 Rolle à 50 Stk, (Krt à 25 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-muellbeutel-pro-73-30-l-500-mm-x-600-mm/ZEEwXq7SytBU5TNgwPfSck,https://media.igefa.de/files/images/2133927.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Müllbeutel SMA 72,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,500 mm x 600 mm 30 l,2133935,4024009030307,59916,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 500 mm, Farbe transparent, Länge 600 mm, Material
HDPE, Volumen 30 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-72-500-mm-x-600-mm-30-l/2sQPjAGNCCm6HBP2ux9TXC,https://media.igefa.de/files/images_idealclean/2133935.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER SMART Müllbeutel SMA 73,entsorgung/müllbeutel/-abfallsäcke/müllbeutel-bis-70-l/müllbeutel-bis-70-l,600 mm x 720 mm 60 l,2133939,4024009030383,56911,"aus reißfestem Polyethylen (HDPE), mit Sternnaht,
perforiert, Einsatz in Gebäudereinigung, Gesundheitswesen,
Hotellerie und Gastronomie sowie Industrie und Verwaltung,
Breite 600 mm, Farbe weiß, Länge 720 mm, Material HDPE,
Volumen 60 l, 1 Rolle à 50 Stk, (Krt à 40 Rll).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-muellbeutel-sma-73-600-mm-x-720-mm-60-l/zZRK5GVFBfWohW35qPQFpS,https://media.igefa.de/files/images_idealclean/2133939.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Microfasermopp PRO 300,mobile-reinigung/nasswischsysteme/bezüge/bezüge,50 cm 120 g,2173503,4024009033278,303401,"optimale Reinigungswirkung durch 100% Microfaser, effektiv
auch bei groben Verschmutzungen, durch die elektrostatische
Wirkung der Fasern werden Haare, Flusen und andere
Schmutzpartikel angezogen ohne Staub aufzuwirbeln, mit 4-
Farbsystem (rot/grün/gelb/blau) als Einnäher zum
Abschneiden, waschbar bis 95 °C, trocknergeeignet,
Arbeitsbreite 50 cm, Farbe weiß, Gewicht 120 g, Material
100 % Polyester.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-microfasermopp-pro-300-50-cm-120-g/NzxkbrD77t4ep6JZ3Y4PS7,https://media.igefa.de/files/images_idealclean/2173503.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Microfasertuch plus SMA 61,reinigungshilfen/reinigungstücher-mehrweg/microfasertücher/microfasertücher,Grün,2133817,,157901/157897,"mit leichten Abrasivstreifen für hervorragende
Schmutzentfernung, besonders saugfähig, reinigt gründlich
fussel- und streifenfrei, besonders angenehm im Griff,
lange haltbar, kochfest bis 95° C, ohne Weichspüler,
trocknergeeignet, mit und ohne Chemie einsetzbar, für die
tägliche Unterhaltsreinigung in allen Einsatzbereichen,
besonders gut für Reinigungsarbeiten in Küchen-, Bad- und
Sanitäreinrichtungen aufgrund der hohen
Wasseraufnahmekapazität, vielseitig einsetzbar u. a. zur
Reinigung von Fliesen, Fensterrahmen, Möbeln,
elektronischen Geräten, Tastaturen usw. anwendbar auf
unempfindlichen Oberflächen aus Edelstahl, Glas, Keramik,
Chrom, Emaille usw. zur Trocken-, Sprüh-, Feucht- und
Nassreinigung geeignet, Breite 40 cm, Farbe grün, Länge 40
cm, Material 85 % Polyester / 15 % Polyamid, 1 Stück, (Krt
à 10 x 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-plus-sma-61-gruen-mit-leichten-abrasivstreifen-fuer-hervorragende-schmutzentfernung/7PbdPFsGdgs55GgtLR5CPC,https://media.igefa.de/files/images_idealclean/2133817.jpg,CLEAN and CLEVER SMART,
Kolibri GREEN Untersuchungshandschuhe,persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-vinyl-puderfrei,Gr.XL,2168404,4024009012112,3000011664,"Dieser nachhaltige Untersuchungshandschuh kann in zahlreichen Anwendungen sowohl im Alten- und Pflegeheim, in der Arzt- und Dentalpraxis als auch bei der mobilen Pflege eingesetzt werden. Durch den zuverlässigen Schutz vor Viren, Pilzen und
Bakterien bietet er sich auch im infektiösen Umfeld an. Dieser Handschuh ist Beschleuniger-frei und wurde mit 10 % weniger Wasser und 15 % weniger Co2, chlorfrei produziert.",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-green-untersuchungshandschuhe-gr-xl-untersuchungshandschuhe-und-einmalhandschuhe-aus-nitril-puderfrei/dK7KD5PFw4pszH85V4cnLh,https://media.igefa.de/files/images_idealclean/2168404.jpg,Kolibri,"öl- & fettbeständig, virenbeständig gemäß EN ISO 374-5, Desinfektionsmittel- & Zytostatika-beständig, sehr hohe Tastsensibilität & hervorragende Passform, ohne Naturlatex-Proteine (geeignet für Latexallergiker), Handschuhbox besteht zu 80 % aus recycletem Papier, beständig als Spritzschutz gegen viele verdünnte Chemikalien"
CLEAN and CLEVER SMART Aluminiumstiel SMA 306,mobile-reinigung/stiele/stiele/stiele,CLEAN and CLEVER SMART Alustiel SMA 306 Bestens geeignet für die CLEAN and CLEVER Klapphalter 140 cm,2173512,4024009032578,303413,"leichter, stabiler Stiel, aus eloxiertem Aluminium, mit
schwarzer Griffkappe mit ergonomischer Form, rutschhemmende
Riefen und einem Loch zur Aufhängung, Lochbohrungen zur
Arretierung an handelsüblichen Klapphaltern, insbesondere
für CLEAN and CLEVER Klapphaltern, Gewicht 240 g, Länge 140
cm, 1 Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-aluminiumstiel-sma-306-clean-and-clever-smartline-alustiel-sma-306-bestens-geeignet-fuer-die-clean-and-clever-klapphalter-140-cm/LSkNKZBNGro6z4SDYnc3AG,https://media.igefa.de/files/images_idealclean/2173512.jpg,CLEAN and CLEVER SMART,
Kolibri Comfort PREMIUM men active 3,medical/aufsaugende-inko/einlagen/einlagen,Kolibri comfort PREMIUM men 3,2142803,4024009008160,I0700007,"Kolibri Comfort PREMIUM Men 3 Einlagen – Für leichte bis mittlere Blasenschwäche
Die anatomisch geformte Einlage ist ideal für leichte Blasenschwäche speziell für aktive Männer oder für die vorübergehende Verwendung z. B. bei Prostata Problemen oder nach Operationen.
Die Einlagen sind dank der anatomisch maskulinen Form sehr diskret und sorgen obendrein für höchste Sicherheit im Alltag.
Mit unserem Optimal System noch besser versorgt:
Optimal Lock System: für optimal Saugkraft und zuverlässigen Auslaufschutz dank extra dünnem, 3lagigem Saugkörper. Seitliche Auslaufsperren geben zusätzliche Sicherheit und fühlen sich weich und angenehm an.
Optimal Dry System: für ein trockenes Hautgefühl dank Mikroperforation, die Flüssigkeit schnell und zuverlässig ins Innere des Saugkerns leitet
Optimal Odourstop System: für schnelle Geruchsbindung dank des speziellen Superabsorbers der Gerüche schnell und zuverlässig einschließt
Optimal Soft System: für angenehmes Tragegefühl dank weicher, geräuschloser, textilähnlicher Materialien mit hautpflegendem Aloe Vera und atmungsaktiver Struktur
Nachhaltig: für eine Reduzierung von Plastikabfällen besteht der Beutel zu mindestens 60% aus nachhaltig angebautem Zuckerrohr.
Weitere Produkteigenschaften:

Breite 15 cm
Länge 31 cm
Saugleistung (ISO) 600 ml",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-comfort-premium-men-active-3-kolibri-comfort-premium-men-3-anatomische-premium-einlage-fuer-leichte-bis-mittlere-blasenschwaeche-speziell-fuer-aktive-maenner/P4xnukfRjicrRq4SuyneaY,https://media.igefa.de/files/images_idealclean/2142803.jpg,Kolibri,
